Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
,Blue,Featherweight,MALE,KO/TKO,Julian Erosa,Fernando Padilla,185,185,188,193,33,26,1.0,101.0,6.18,6.48,1.69,0.0,-1580.0,1340.0,,185,193,6.48,0.0,26,-7,Underdog
,Red,Heavyweight,MALE,U-DEC,Marcos Rogerio de Lima,Waldo Cortes-Acosta,185,193,190,198,37,31,3.0,900.0,3.7,5.64,0.14,0.55,-1740.0,1460.0,,185,190,3.7,0.14,37,6,Favorite
,Blue,Welterweight,MALE,U-DEC,Josh Quinlan,Trey Waters,183,196,183,196,30,28,3.0,900.0,3.57,6.43,0.34,0.44,-2450.0,2000.0,,196,196,6.43,0.44,28,-2,Underdog
,Red,Heavyweight,MALE,U-DEC,Martin Buday,Jake Collier,193,190,196,198,31,34,3.0,900.0,4.84,5.8,0.21,0.71,-1440.0,1220.0,,193,196,4.84,0.21,31,-3,Favorite
,Red,Flyweight,MALE,U-DEC,Cody Durden,Charles Johnson,170,175,170,178,32,32,3.0,900.0,3.19,4.83,0.46,0.38,1220.0,-1440.0,,170,170,3.19,0.46,32,0,Underdog
,Blue,Women's Bantamweight,FEMALE,SUB,Stephanie Egger,Irina Alekseeva,168,173,173,170,34,32,1.0,131.0,2.2,3.84,2.48,0.87,-3500.0,2800.0,,173,170,3.84,0.87,32,-2,Underdog
,Blue,Women's Bantamweight,FEMALE,U-DEC,Hailey Cowan,Jamey-Lyn Horth,173,170,170,168,31,33,3.0,900.0,2.97,3.97,0.15,0.05,1380.0,-1640.0,,170,168,3.97,0.05,33,2,Favorite
,Red,Heavyweight,MALE,KO/TKO,Sergei Pavlovich,Curtis Blaydes,190,193,213,203,30,32,1.0,188.0,5.86,3.54,0.0,5.69,1120.0,-1320.0,,190,213,5.86,0.0,30,-2,Underdog
,Blue,Middleweight,MALE,KO/TKO,Brad Tavares,Bruno Silva,185,183,188,188,35,33,1.0,215.0,3.38,4.12,0.78,0.93,-1620.0,1360.0,,183,188,4.12,0.93,33,-2,Underdog
,Red,Women's Flyweight,FEMALE,U-DEC,Iasmin Lucindo,Brogan Walker,160,163,168,170,21,34,3.0,900.0,3.95,2.04,2.23,0.0,-3750.0,3000.0,,160,168,3.95,2.23,21,-13,Favorite
,Red,Welterweight,MALE,S-DEC,Jeremiah Wells,Matthew Semelsberger,175,185,188,190,36,30,3.0,900.0,2.41,3.78,3.08,1.02,-1020.0,-1160.0,,175,188,2.41,3.08,36,6,Underdog
,Blue,Lightweight,MALE,KO/TKO,Ricky Glenn,Christos Giagos,183,178,178,180,34,33,1.0,95.0,3.79,3.03,0.72,2.84,-1640.0,1380.0,,178,180,3.03,2.84,33,-1,Underdog
,Blue,Bantamweight,MALE,KO/TKO,Rani Yahya,Montel Jackson,168,178,170,190,38,30,1.0,222.0,1.71,3.39,2.73,3.41,4400.0,-5900.0,,178,190,3.39,3.41,30,-8,Favorite
,Blue,Women's Featherweight,FEMALE,U-DEC,Karol Rosa,Norma Dumont,165,170,170,170,28,32,3.0,900.0,6.49,3.11,0.12,1.91,-1020.0,-1160.0,,170,170,3.11,1.91,32,4,Favorite
,Red,Heavyweight,MALE,U-DEC,Mohammed Usman,Junior Tafa,188,190,201,190,34,26,3.0,900.0,3.41,1.67,0.69,0.0,1000.0,-1180.0,,188,201,3.41,0.69,34,8,Underdog
,Blue,Featherweight,MALE,S-DEC,Francis Marshall,William Gomis,175,183,183,185,24,25,3.0,900.0,3.69,2.62,2.68,1.06,-1960.0,1640.0,,183,185,2.62,1.06,25,1,Underdog
,Red,Bantamweight,MALE,KO/TKO,Brady Hiestand,Batgerel Danaa,173,170,180,178,23,33,3.0,861.0,2.7,5.38,0.48,0.52,1340.0,-1580.0,,173,180,2.7,0.48,23,-10,Underdog
,Red,Featherweight,MALE,U-DEC,Max Holloway,Arnold Allen,180,173,175,178,31,29,5.0,1500.0,7.17,3.45,0.25,0.93,-1720.0,1440.0,,180,175,7.17,0.25,31,2,Favorite
,Red,Featherweight,MALE,KO/TKO,Edson Barboza,Billy Quarantillo,180,178,190,178,37,34,1.0,157.0,4.11,7.36,0.45,1.24,1460.0,-1740.0,,180,190,4.11,0.45,37,3,Underdog
,Blue,Light Heavyweight,MALE,U-DEC,Dustin Jacoby,Azamat Murzakanov,190,178,193,180,35,34,3.0,900.0,5.5,4.72,0.36,0.62,-1620.0,1360.0,,178,180,4.72,0.62,34,-1,Underdog
,Blue,Light Heavyweight,MALE,KO/TKO,Tanner Boser,Ion Cutelaba,188,185,190,190,31,29,1.0,125.0,4.7,4.44,0.0,4.17,1080.0,-1300.0,,185,190,4.44,4.17,29,-2,Favorite
,Red,Bantamweight,MALE,U-DEC,Pedro Munhoz,Chris Gutierrez,168,175,165,170,36,31,3.0,900.0,5.32,4.72,0.51,0.26,1760.0,-2100.0,,168,165,5.32,0.51,36,5,Underdog
,Blue,Lightweight,MALE,U-DEC,Clay Guida,Rafa Garcia,170,170,178,178,41,28,3.0,900.0,2.64,4.19,3.13,3.61,2350.0,-2900.0,,170,178,4.19,3.61,28,-13,Favorite
,Red,Featherweight,MALE,SUB,Bill Algeo,TJ Brown,183,175,185,183,33,32,2.0,400.0,5.88,3.37,1.03,3.41,-2000.0,1680.0,,183,185,5.88,1.03,33,1,Favorite
,Red,Flyweight,MALE,KO/TKO,Brandon Royval,Matheus Nicolau,175,168,173,168,30,30,1.0,129.0,4.33,3.62,0.47,1.38,1640.0,-1960.0,,175,173,4.33,0.47,30,0,Underdog
,Red,Light Heavyweight,MALE,KO/TKO,Zak Cummings,Ed Herman,183,185,190,196,38,42,3.0,853.0,2.96,3.31,0.62,1.96,-2200.0,1840.0,,183,190,2.96,0.62,38,-4,Favorite
,Red,Women's Strawweight,FEMALE,SUB,Gillian Robertson,Piera Rodriguez,165,160,160,160,27,30,2.0,561.0,2.83,3.64,2.48,3.11,-1260.0,1080.0,,165,160,2.83,2.48,27,-3,Favorite
,Blue,Lightweight,MALE,U-DEC,Lando Vannata,Daniel Zellhuber,175,185,180,196,31,23,3.0,900.0,4.52,5.86,1.09,0.22,1080.0,-1300.0,,185,196,5.86,0.22,23,-8,Favorite
,Blue,Women's Strawweight,FEMALE,KO/TKO,Bruna Brasil,Denise Gomes,168,157,165,160,29,23,2.0,462.0,2.94,4.48,1.93,0.88,-1560.0,1320.0,,157,160,4.48,0.88,23,-6,Underdog
,Blue,Bantamweight,MALE,U-DEC,Aaron Phillips,Gaston Bolanos,175,170,180,175,33,30,3.0,900.0,1.51,3.88,0.86,0.0,1600.0,-1900.0,,170,175,3.88,0.0,30,-3,Favorite
,Red,Women's Bantamweight,FEMALE,S-DEC,Joselyne Edwards,Lucie Pudilova,173,173,178,170,27,28,3.0,900.0,4.35,3.6,0.88,0.07,1140.0,-1340.0,,173,178,4.35,0.88,27,-1,Underdog
2023-08-04,Blue,Middleweight,MALE,KO/TKO,Alex Pereira,Israel Adesanya,193,193,201,203,35,33,2.0,561.0,5.23,4.0,0.17,0.05,,,2023.0,193,203,4.0,0.05,33,-2,Unknown
2023-08-04,Red,Welterweight,MALE,U-DEC,Gilbert Burns,Jorge Masvidal,178,180,180,188,36,38,3.0,900.0,3.29,4.05,2.24,1.38,-4500.0,3600.0,2023.0,178,180,3.29,2.24,36,-2,Favorite
2023-08-04,Red,Bantamweight,MALE,KO/TKO,Rob Font,Adrian Yanez,173,170,180,178,35,29,1.0,177.0,5.53,6.51,0.89,0.0,1760.0,-2100.0,2023.0,173,180,5.53,0.89,35,6,Underdog
2023-08-04,Red,Welterweight,MALE,KO/TKO,Kevin Holland,Santiago Ponzinibbio,190,183,206,185,30,36,3.0,796.0,4.25,4.74,0.84,0.59,-2600.0,2150.0,2023.0,190,206,4.25,0.84,30,-6,Favorite
2023-08-04,Blue,Bantamweight,MALE,U-DEC,Raul Rosas Jr.,Christian Rodriguez,175,170,170,180,18,25,3.0,900.0,1.12,3.65,4.39,1.07,-2700.0,2200.0,2023.0,170,180,3.65,1.07,25,7,Underdog
2023-08-04,Blue,Middleweight,MALE,U-DEC,Chris Curtis,Kelvin Gastelum,178,175,190,180,35,31,3.0,900.0,5.76,3.74,0.0,0.11,1100.0,-1300.0,2023.0,175,180,3.74,0.11,31,-4,Favorite
2023-08-04,Blue,Women's Strawweight,FEMALE,S-DEC,Michelle Waterson-Gomez,Luana Pinheiro,160,157,157,157,37,30,3.0,900.0,3.42,3.57,1.39,2.24,1320.0,-1560.0,2023.0,157,157,3.57,2.24,30,-7,Favorite
2023-08-04,Blue,Middleweight,MALE,KO/TKO,Gerald Meerschaert,Joe Pyfer,185,188,196,190,35,26,1.0,195.0,3.13,3.72,2.14,1.45,1720.0,-2050.0,2023.0,188,190,3.72,1.45,26,-9,Favorite
2023-08-04,Blue,Women's Strawweight,FEMALE,S-DEC,Cynthia Calvillo,Loopy Godinez,163,157,163,155,35,29,3.0,900.0,4.41,4.16,0.18,2.95,2100.0,-2550.0,2023.0,157,155,4.16,2.95,29,-6,Favorite
2023-08-04,Blue,Featherweight,MALE,KO/TKO,Shayilan Nuerdanbieke,Steve Garcia,173,183,175,190,28,30,2.0,336.0,1.95,5.0,0.33,1.27,-1720.0,1440.0,2023.0,183,190,5.0,1.27,30,2,Underdog
2023-08-04,Blue,Women's Strawweight,FEMALE,U-DEC,Jaqueline Amorim,Sam Hughes,160,165,173,163,27,30,3.0,900.0,3.33,4.33,1.48,0.85,-2700.0,2200.0,2023.0,165,163,4.33,0.85,30,3,Underdog
,Blue,Bantamweight,MALE,S-DEC,Marlon Vera,Cory Sandhagen,173,180,178,178,30,30,5.0,1500.0,4.27,5.02,0.51,1.19,1160.0,-1360.0,,180,178,5.02,1.19,30,0,Favorite
,Red,Women's Bantamweight,FEMALE,U-DEC,Holly Holm,Yana Santos,173,168,175,173,41,33,3.0,900.0,3.13,4.42,0.87,0.97,-2450.0,2000.0,,173,175,3.13,0.87,41,8,Favorite
,Red,Featherweight,MALE,SUB,Nate Landwehr,Austin Lingo,175,178,183,178,34,28,2.0,551.0,6.25,3.86,0.1,0.43,-2150.0,1800.0,,175,183,6.25,0.1,34,6,Favorite
,Blue,Women's Flyweight,FEMALE,S-DEC,Andrea Lee,Maycee Barber,168,165,175,165,34,24,3.0,900.0,4.71,4.7,0.17,1.44,2200.0,-2700.0,,165,165,4.7,1.44,24,-10,Favorite
,Blue,Middleweight,MALE,S-DEC,Chidi Njokuani,Albert Duraev,190,180,203,190,34,34,3.0,900.0,4.09,2.99,0.0,1.97,-1620.0,1340.0,,180,190,2.99,1.97,34,0,Underdog
,Red,Featherweight,MALE,SUB,Daniel Pineda,Tucker Lutz,170,173,175,183,37,28,2.0,470.0,2.96,3.74,1.61,1.99,2500.0,-3100.0,,170,175,2.96,1.61,37,9,Underdog
,Blue,Featherweight,MALE,U-DEC,Steven Peterson,Lucas Alexander,178,180,178,185,32,27,3.0,900.0,4.76,5.23,1.42,0.0,-1640.0,1380.0,,180,185,5.23,0.0,27,-5,Underdog
,Red,Welterweight,MALE,S-DEC,Trevin Giles,Preston Parsons,183,180,188,180,30,27,3.0,900.0,3.27,3.5,1.19,3.53,1020.0,-1200.0,,183,188,3.27,1.19,30,3,Underdog
,Red,Flyweight,MALE,KO/TKO,CJ Vergara,Daniel Lacerda,168,168,173,178,31,26,2.0,544.0,5.24,3.95,0.0,2.32,-2750.0,,,168,173,5.24,0.0,31,5,Unknown
,Red,Flyweight,MALE,U-DEC,Victor Altamirano,Vinicius Salvador,173,170,178,178,32,26,3.0,900.0,4.55,5.48,3.43,0.36,-1040.0,-1120.0,,173,178,4.55,3.43,32,6,Underdog
,Red,Welterweight,MALE,M-DEC,Leon Edwards,Kamaru Usman,188,183,188,193,31,35,5.0,1500.0,2.68,4.36,1.25,2.82,2050.0,-2450.0,,188,188,2.68,1.25,31,-4,Underdog
,Red,Lightweight,MALE,M-DEC,Justin Gaethje,Rafael Fiziev,180,173,178,180,34,30,3.0,900.0,6.78,4.9,0.11,0.29,2050.0,-2500.0,,180,178,6.78,0.11,34,4,Underdog
,Red,Welterweight,MALE,SUB,Gunnar Nelson,Bryan Barberena,180,183,183,183,34,33,1.0,291.0,1.84,5.35,0.19,0.13,-3500.0,3100.0,,180,183,1.84,0.19,34,1,Favorite
,Red,Women's Flyweight,FEMALE,U-DEC,Jennifer Maia,Casey O'Neill,163,168,163,175,34,25,3.0,900.0,4.35,7.89,0.42,1.45,1540.0,-1840.0,,163,163,4.35,0.42,34,9,Underdog
,Red,Middleweight,MALE,U-DEC,Marvin Vettori,Roman Dolidze,183,188,188,193,29,34,3.0,900.0,4.56,3.13,1.66,1.26,-2500.0,2050.0,,183,188,4.56,1.66,29,-5,Favorite
,Red,Featherweight,MALE,SUB,Jack Shore,Makwan Amirkhani,173,178,180,183,28,34,2.0,567.0,3.75,1.33,0.31,3.96,-5600.0,4200.0,,173,180,3.75,0.31,28,-6,Favorite
,Red,Lightweight,MALE,S-DEC,Chris Duncan,Omar Morales,178,180,180,185,29,37,3.0,900.0,4.88,3.42,3.85,0.46,-1100.0,-1060.0,,178,180,4.88,3.85,29,-8,Favorite
,Blue,Lightweight,MALE,KO/TKO,Sam Patterson,Yanal Ashmouz,190,175,198,173,26,27,1.0,75.0,2.66,3.08,1.94,0.92,-2900.0,2350.0,,175,173,3.08,0.92,27,1,Underdog
,Red,Flyweight,MALE,SUB,Muhammad Mokaev,Jafel Filho,170,170,178,173,22,29,3.0,872.0,1.61,2.36,5.29,1.77,-8500.0,5900.0,,170,178,1.61,5.29,22,-7,Favorite
,Red,Featherweight,MALE,S-DEC,Lerone Murphy,Gabriel Santos,175,175,185,178,31,26,3.0,900.0,5.01,4.46,1.59,4.34,-1800.0,1520.0,,175,185,5.01,1.59,31,5,Favorite
,Red,Middleweight,MALE,KO/TKO,Christian Leroy Duncan,Dusko Todorovic,188,185,201,188,27,28,1.0,112.0,4.71,5.54,0.31,0.96,-1100.0,2050.0,,188,201,4.71,0.31,27,-1,Favorite
,Red,Flyweight,MALE,KO/TKO,Jake Hadley,Malcolm Gordon,170,170,178,180,26,32,1.0,61.0,3.76,2.5,0.02,1.72,-5300.0,3600.0,,170,178,3.76,0.02,26,-6,Favorite
,Red,Women's Flyweight,FEMALE,S-DEC,Joanne Wood,Luana Carolina,168,168,165,175,37,29,3.0,900.0,7.1,4.81,1.52,0.34,-2450.0,1860.0,,168,165,7.1,1.52,37,8,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Juliana Miller,Veronica Hardy,170,163,168,163,26,27,3.0,900.0,3.31,3.13,1.84,1.08,-3500.0,2800.0,,163,163,3.13,1.08,27,1,Underdog
2023-11-03,Blue,Bantamweight,MALE,U-DEC,Petr Yan,Merab Dvalishvili,170,168,170,173,30,32,5.0,1500.0,5.14,4.5,1.73,6.43,-2550.0,2100.0,2023.0,168,173,4.5,6.43,32,2,Underdog
2023-11-03,Red,Heavyweight,MALE,KO/TKO,Alexander Volkov,Alexandr Romanov,201,188,203,190,34,32,1.0,136.0,5.13,3.94,0.45,4.17,1240.0,-1460.0,2023.0,201,203,5.13,0.45,34,2,Underdog
2023-11-03,Blue,Bantamweight,MALE,U-DEC,Said Nurmagomedov,Jonathan Martinez,173,173,178,178,30,28,3.0,900.0,3.55,4.54,1.01,0.41,-2400.0,1980.0,2023.0,173,178,4.54,0.41,28,-2,Underdog
2023-11-03,Red,Bantamweight,MALE,SUB,Mario Bautista,Guido Cannetti,175,168,175,173,29,43,1.0,198.0,5.69,3.44,2.25,2.27,-12000.0,7500.0,2023.0,175,175,5.69,2.25,29,-14,Favorite
2023-11-03,Red,Light Heavyweight,MALE,U-DEC,Vitor Petrino,Anton Turkalj,188,193,196,198,25,26,3.0,900.0,2.82,2.45,3.98,4.98,-1200.0,1020.0,2023.0,188,196,2.82,3.98,25,-1,Favorite
2023-11-03,Red,Heavyweight,MALE,U-DEC,Karl Williams,Lukasz Brzeski,190,193,201,198,33,30,3.0,900.0,2.68,4.9,0.42,0.46,-2600.0,2150.0,2023.0,190,201,2.68,0.42,33,3,Favorite
2023-11-03,Blue,Bantamweight,MALE,SUB,Raphael Assuncao,Davey Grant,165,173,168,175,40,37,3.0,883.0,3.22,4.77,1.65,1.26,1160.0,-1360.0,2023.0,173,175,4.77,1.26,37,-3,Favorite
2023-11-03,Blue,Middleweight,MALE,SUB,Sedriques Dumas,Josh Fremd,188,193,201,193,27,29,2.0,480.0,2.15,2.52,1.31,0.66,-2500.0,2050.0,2023.0,193,193,2.52,0.66,29,2,Underdog
2023-11-03,Red,Bantamweight,MALE,S-DEC,Victor Henry,Tony Gravely,170,165,173,175,35,31,3.0,900.0,8.34,3.82,0.0,0.54,-1420.0,1200.0,2023.0,170,173,8.34,0.0,35,4,Favorite
2023-11-03,Red,Women's Flyweight,FEMALE,U-DEC,Ariane da Silva,JJ Aldrich,168,165,170,170,29,30,3.0,900.0,4.1,3.88,0.56,0.66,,-3750.0,2023.0,168,170,4.1,0.56,29,-1,Unknown
2023-11-03,Blue,Flyweight,MALE,SUB,Tyson Nam,Bruno Silva,170,163,173,165,39,32,2.0,383.0,3.87,3.32,0.0,2.26,1520.0,-1800.0,2023.0,163,165,3.32,2.26,32,-7,Favorite
2023-11-03,Red,Welterweight,MALE,U-DEC,Carlston Harris,Jared Gooden,183,183,193,196,35,29,3.0,900.0,3.18,5.08,1.97,0.67,-3000.0,2450.0,2023.0,183,193,3.18,1.97,35,6,Favorite
2023-04-03,Red,Heavyweight,MALE,SUB,Jon Jones,Ciryl Gane,193,193,213,206,35,32,1.0,124.0,4.29,5.49,1.93,0.58,-1550.0,1350.0,2023.0,193,213,4.29,1.93,35,3,Favorite
2023-04-03,Blue,Women's Flyweight,FEMALE,SUB,Valentina Shevchenko,Alexa Grasso,165,165,168,168,34,29,4.0,1174.0,3.28,4.67,2.56,0.41,-6000.0,4500.0,2023.0,165,168,4.67,0.41,29,-5,Underdog
2023-04-03,Blue,Welterweight,MALE,SUB,Geoff Neal,Shavkat Rakhmonov,180,185,190,196,32,28,3.0,857.0,4.97,4.12,0.46,1.49,4000.0,-5000.0,2023.0,185,196,4.12,1.49,28,-4,Favorite
2023-04-03,Red,Lightweight,MALE,S-DEC,Mateusz Gamrot,Jalin Turner,178,190,178,196,32,27,3.0,900.0,3.23,5.6,5.25,0.79,,,2023.0,178,178,3.23,5.25,32,5,Unknown
2023-04-03,Red,Middleweight,MALE,SUB,Bo Nickal,Jamie Pickett,185,188,193,203,27,34,1.0,174.0,1.64,2.65,7.46,1.26,-14000.0,8500.0,2023.0,185,193,1.64,7.46,27,-7,Favorite
2023-04-03,Red,Bantamweight,MALE,U-DEC,Cody Garbrandt,Trevin Jones,173,170,165,178,31,32,3.0,900.0,2.98,2.13,1.03,0.62,-1650.0,1400.0,2023.0,173,165,2.98,1.03,31,-1,Favorite
2023-04-03,Blue,Middleweight,MALE,KO/TKO,Derek Brunson,Dricus Du Plessis,185,185,196,193,39,29,2.0,599.0,3.51,6.18,3.14,3.04,2000.0,-2400.0,2023.0,185,193,6.18,3.04,29,-10,Favorite
2023-04-03,Blue,Women's Flyweight,FEMALE,U-DEC,Viviane Araujo,Amanda Ribas,163,160,173,168,36,29,3.0,900.0,4.11,4.63,1.76,2.07,1100.0,-1300.0,2023.0,160,168,4.63,2.07,29,-7,Favorite
2023-04-03,Blue,Middleweight,MALE,KO/TKO,Julian Marquez,Marc-Andre Barriault,188,185,183,188,32,33,2.0,552.0,4.85,6.12,0.0,0.21,1050.0,-1250.0,2023.0,185,188,6.12,0.21,33,1,Favorite
2023-04-03,Red,Welterweight,MALE,KO/TKO,Ian Machado Garry,Song Kenan,190,183,188,180,25,32,3.0,862.0,5.5,4.57,0.77,0.43,,,2023.0,190,188,5.5,0.77,25,-7,Unknown
2023-04-03,Blue,Bantamweight,MALE,M-DEC,Mana Martinez,Cameron Saaiman,178,173,178,170,26,22,3.0,900.0,4.33,5.32,0.72,0.91,2100.0,-2500.0,2023.0,173,170,5.32,0.91,22,-4,Favorite
2023-04-03,Blue,Women's Strawweight,FEMALE,SUB,Jessica Penne,Tabatha Ricci,165,155,170,155,40,28,2.0,434.0,2.52,4.63,1.32,2.99,1950.0,-2300.0,2023.0,155,155,4.63,2.99,28,-12,Favorite
2023-04-03,Blue,Bantamweight,MALE,U-DEC,Da'Mon Blackshear,Farid Basharat,178,173,183,180,28,25,3.0,900.0,4.28,4.47,2.33,3.96,3300.0,-4100.0,2023.0,173,180,4.47,3.96,25,-3,Favorite
2023-04-03,Blue,Lightweight,MALE,U-DEC,Esteban Ribovics,Loik Radzhabov,178,180,175,175,26,32,3.0,900.0,6.2,2.89,0.93,4.65,-1950.0,,2023.0,180,175,2.89,4.65,32,6,Unknown
,Blue,Middleweight,MALE,SUB,Andre Muniz,Brendan Allen,185,188,198,190,33,27,3.0,865.0,1.97,3.98,4.23,1.74,-2050.0,1750.0,,188,190,3.98,1.74,27,-6,Underdog
,Red,Heavyweight,MALE,U-DEC,Augusto Sakai,Don'Tale Mayes,190,198,196,206,31,31,3.0,900.0,4.6,3.51,0.23,0.65,-1350.0,1150.0,,190,196,4.6,0.23,31,0,Favorite
,Red,Women's Flyweight,FEMALE,SUB,Tatiana Suarez,Montana De La Rosa,165,170,168,173,32,28,2.0,471.0,4.27,2.9,0.62,1.85,-7500.0,5500.0,,165,168,4.27,0.62,32,4,Favorite
,Red,Welterweight,MALE,SUB,Mike Malott,Yohan Lainesse,185,185,185,193,31,30,1.0,255.0,3.83,2.22,3.04,0.94,-2150.0,1850.0,,185,185,3.83,3.04,31,1,Favorite
,Blue,Lightweight,MALE,KO/TKO,Erick Gonzalez,Trevor Peek,180,175,190,178,31,28,1.0,299.0,2.4,4.58,0.6,1.82,1600.0,-1900.0,,175,178,4.58,1.82,28,-3,Favorite
,Red,Women's Flyweight,FEMALE,U-DEC,Jasmine Jasudavicius,Gabriella Fernandes,170,168,173,168,33,29,3.0,900.0,3.79,3.73,2.39,0.67,1050.0,-1250.0,,170,173,3.79,2.39,33,4,Underdog
,Red,Lightweight,MALE,KO/TKO,Jordan Leavitt,Victor Martinez,175,173,180,178,27,31,1.0,147.0,2.55,7.94,2.19,0.07,-1050.0,-1150.0,,175,180,2.55,2.19,27,-4,Underdog
,Red,Lightweight,MALE,SUB,Joe Solecki,Carl Deaton,175,170,178,175,29,33,2.0,595.0,1.98,1.53,2.23,0.0,-5200.0,4100.0,,175,178,1.98,2.23,29,-4,Favorite
,Blue,Lightweight,MALE,M-DEC,Rafael Alves,Nurullo Aliev,173,178,173,183,32,22,3.0,900.0,1.85,2.5,0.29,3.06,1550.0,-1800.0,,178,183,2.5,3.06,22,-10,Favorite
,Blue,Women's Flyweight,FEMALE,SUB,Jessica Andrade,Erin Blanchfield,155,163,157,168,31,23,2.0,397.0,6.62,5.47,2.37,2.05,-1200.0,1000.0,,163,168,5.47,2.05,23,-8,Underdog
,Blue,Light Heavyweight,MALE,U-DEC,Jordan Wright,Zac Pauga,188,188,196,193,31,34,3.0,900.0,4.1,4.46,2.09,0.38,2450.0,-2950.0,,188,193,4.46,0.38,34,3,Favorite
,Blue,Heavyweight,MALE,U-DEC,Josh Parisian,Jamal Pogues,193,190,201,196,33,27,3.0,900.0,4.55,3.36,0.98,0.24,2450.0,-2950.0,,190,196,3.36,0.24,27,-6,Favorite
,Blue,Light Heavyweight,MALE,U-DEC,William Knight,Marcin Prachnio,178,190,185,188,34,34,3.0,900.0,2.62,5.57,1.78,0.15,-1300.0,1100.0,,190,188,5.57,0.15,34,0,Underdog
,Blue,Lightweight,MALE,U-DEC,Jim Miller,Alexander Hernandez,173,175,180,183,39,30,3.0,900.0,2.99,4.33,1.53,1.06,1800.0,-2100.0,,175,183,4.33,1.06,30,-9,Favorite
,Red,Lightweight,MALE,KO/TKO,Nazim Sadykhov,Evan Elder,178,178,175,183,28,25,3.0,638.0,4.94,5.02,1.71,0.63,-2500.0,2100.0,,178,175,4.94,1.71,28,3,Favorite
,Blue,Women's Bantamweight,FEMALE,SUB,Lina Lansberg,Mayra Bueno Silva,170,168,165,168,40,31,2.0,585.0,2.69,4.01,0.52,0.64,3900.0,-4900.0,,168,168,4.01,0.64,31,-9,Favorite
,Red,Featherweight,MALE,U-DEC,Jamall Emmers,Khusein Askhabov,178,173,188,175,33,28,3.0,900.0,5.3,2.0,1.83,0.0,1550.0,-1800.0,,178,188,5.3,1.83,33,5,Underdog
,Blue,Light Heavyweight,MALE,KO/TKO,Ovince Saint Preux,Philipe Lins,190,188,203,198,39,37,1.0,49.0,3.03,3.8,0.11,1.65,1800.0,-2100.0,,188,198,3.8,1.65,37,-2,Favorite
,Red,Welterweight,MALE,SUB,AJ Fletcher,Themba Gorimbo,178,185,170,196,26,32,2.0,397.0,3.36,2.53,1.54,4.04,-3500.0,2900.0,,178,170,3.36,1.54,26,-6,Favorite
,Red,Flyweight,MALE,SUB,Clayton Carpenter,Juancamilo Ronderos,168,160,168,163,26,28,1.0,193.0,4.5,2.18,2.47,2.72,-3200.0,2650.0,,168,168,4.5,2.47,26,-2,Favorite
2023-11-02,Red,Lightweight,MALE,U-DEC,Islam Makhachev,Alexander Volkanovski,178,168,178,180,31,34,5.0,1500.0,2.65,6.16,3.19,1.78,-3650.0,3000.0,2023.0,178,178,2.65,3.19,31,-3,Favorite
2023-11-02,Red,Featherweight,MALE,SUB,Yair Rodriguez,Josh Emmett,180,168,180,178,30,37,2.0,559.0,4.65,4.04,0.69,0.91,-1800.0,1550.0,2023.0,180,180,4.65,0.69,30,-7,Favorite
2023-11-02,Red,Welterweight,MALE,SUB,Jack Della Maddalena,Randy Brown,180,190,185,198,26,32,1.0,133.0,6.74,4.38,0.21,0.72,-3250.0,2700.0,2023.0,180,185,6.74,0.21,26,-6,Favorite
2023-11-02,Red,Heavyweight,MALE,KO/TKO,Justin Tafa,Parker Porter,183,183,188,190,29,37,1.0,66.0,4.09,6.55,0.0,1.35,-1200.0,1000.0,2023.0,183,188,4.09,0.0,29,-8,Favorite
2023-11-02,Blue,Light Heavyweight,MALE,U-DEC,Tyson Pedro,Modestas Bukauskas,190,190,201,198,31,29,3.0,900.0,2.9,3.21,0.76,0.38,-2150.0,1850.0,2023.0,190,198,3.21,0.38,29,-2,Underdog
2023-11-02,Red,Featherweight,MALE,SUB,Josh Culibao,Melsik Baghdasaryan,178,175,185,178,28,31,2.0,422.0,3.41,5.28,0.0,0.0,-1100.0,-1100.0,2023.0,178,185,3.41,0.0,28,-3,PickEm
2023-11-02,Blue,Flyweight,MALE,KO/TKO,Shannon Ross,Kleydson Rodrigues,168,165,168,170,33,27,1.0,59.0,5.96,4.58,0.0,0.06,2900.0,-3500.0,2023.0,165,170,4.58,0.06,27,-6,Favorite
2023-11-02,Red,Lightweight,MALE,U-DEC,Jamie Mullarkey,Francisco Prado,183,178,188,175,28,20,3.0,900.0,4.39,4.58,2.31,0.0,-2650.0,2250.0,2023.0,183,188,4.39,2.31,28,8,Favorite
2023-11-02,Red,Featherweight,MALE,U-DEC,Jack Jenkins,Don Shainis,170,168,173,170,29,32,3.0,900.0,4.83,3.42,2.12,0.97,-4500.0,3600.0,2023.0,170,173,4.83,2.12,29,-3,Favorite
